2022-05-12 11:23:47.278 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.361 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.364 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.366 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.369 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.372 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.374 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.376 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.379 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.382 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.385 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.388 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.390 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.392 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.394 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.401 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.405 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.408 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.411 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.415 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.418 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.420 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.423 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.428 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.430 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.435 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.438 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.441 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.443 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.448 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.454 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.457 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.459 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.462 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.467 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.470 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.476 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.480 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.485 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.487 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.490 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.494 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.497 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.508 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.511 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.514 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.517 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.520 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.523 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.525 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.528 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.531 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.533 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.536 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.539 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.542 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.545 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.548 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.551 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.554 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.556 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.560 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.563 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.565 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.568 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.571 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.573 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.576 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.578 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.581 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 11:23:47.586 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:19:00.305 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:19:00.305 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:29:00.358 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:29:00.358 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:39:00.343 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:39:00.343 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:49:00.284 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:49:00.284 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:59:00.481 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 12:59:00.481 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 13:09:00.332 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 13:09:00.332 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 13:19:00.336 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 13:19:00.336 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 13:29:00.308 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 13:29:00.308 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 13:43:22.168 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 13:43:22.168 | tasks.py 38 | INFO | 暂无未反制的数据
2022-05-12 16:26:19.486 | tasks.py 43 | WARNING | 自动反制开关已关闭！
2022-05-12 16:26:19.486 | tasks.py 43 | WARNING | 自动反制开关已关闭！
2022-05-12 16:27:49.672 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:27:49.672 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:28:49.613 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:28:49.613 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:29:49.606 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:29:49.606 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:30:49.646 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:30:49.646 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:31:49.633 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:31:49.633 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:32:49.644 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:32:49.644 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:33:49.651 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:33:49.651 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:34:49.632 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:34:49.632 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:35:49.647 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:35:49.647 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:36:49.661 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:36:49.661 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:37:49.679 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:37:49.679 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:38:49.676 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:38:49.676 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:39:49.683 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:39:49.683 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:40:49.689 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:40:49.689 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:41:49.699 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:41:49.699 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:42:49.732 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:42:49.732 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:43:49.744 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:43:49.744 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:44:49.750 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:44:49.750 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:45:49.763 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:45:49.763 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:46:49.770 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:46:49.770 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:47:49.762 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:47:49.762 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:48:49.774 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:48:49.774 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:49:49.778 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:49:49.778 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:50:49.766 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:50:49.766 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:51:49.782 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:51:49.782 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:52:49.780 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:52:49.780 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:53:49.792 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:53:49.792 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:54:49.769 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:54:49.769 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:55:49.774 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:55:49.774 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:56:49.792 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:56:49.792 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:57:49.771 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:57:49.771 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:58:49.787 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:58:49.787 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:59:49.783 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 16:59:49.783 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:00:49.813 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:00:49.813 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:01:49.808 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:01:49.808 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:02:49.793 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:02:49.793 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:03:49.796 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:03:49.796 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:04:49.805 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:04:49.805 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:05:49.817 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:05:49.817 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:06:49.790 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:06:49.790 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:07:49.814 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:07:49.814 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:08:49.815 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:08:49.815 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:09:49.816 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:09:49.816 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:10:49.819 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:10:49.819 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:11:49.825 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:11:49.825 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:12:49.812 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:12:49.812 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:13:49.821 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:13:49.821 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:14:49.822 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:14:49.822 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:15:49.822 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:15:49.822 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:16:49.831 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:16:49.831 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:17:49.835 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:17:49.835 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:18:49.830 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:18:49.830 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:19:49.826 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:19:49.826 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:20:49.838 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:20:49.838 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:21:49.841 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:21:49.841 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:22:49.838 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:22:49.838 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:23:49.843 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:23:49.843 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:24:49.840 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:24:49.840 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:25:49.853 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:25:49.853 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:26:49.933 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:26:49.933 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:27:49.895 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:27:49.895 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:28:49.884 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:28:49.884 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:29:49.887 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:29:49.887 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:30:49.885 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:30:49.885 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:31:49.885 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:31:49.885 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:32:49.913 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:32:49.913 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:33:49.887 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:33:49.887 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:34:49.899 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:34:49.899 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:35:49.904 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:35:49.904 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:36:49.915 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:36:49.915 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:37:49.911 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:37:49.911 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:38:49.893 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:38:49.893 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:39:49.906 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:39:49.906 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:40:49.906 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:40:49.906 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:41:49.905 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:41:49.905 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:42:49.928 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:42:49.928 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:43:49.912 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:43:49.912 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:44:49.921 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:44:49.921 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:45:49.918 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:45:49.918 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:46:49.920 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:46:49.920 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:47:49.913 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:47:49.913 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:48:49.955 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:48:49.955 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:49:49.948 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:49:49.948 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:50:49.959 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:50:49.959 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:51:49.945 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:51:49.945 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:52:49.968 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:52:49.968 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:53:49.965 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:53:49.965 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:54:49.975 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:54:49.975 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:55:49.975 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:55:49.975 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:56:49.978 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 17:56:49.978 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:14:06.852 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:14:06.852 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:29:26.487 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:29:26.487 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:33:26.608 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:33:26.608 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:35:43.056 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:35:43.056 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:36:42.525 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:36:42.525 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:37:42.525 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:37:42.525 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:38:42.555 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:38:42.555 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:39:42.546 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:39:42.546 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:40:42.526 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:40:42.526 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:41:42.603 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:41:42.603 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:42:42.548 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:42:42.548 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:43:42.556 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:43:42.556 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:44:42.557 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:44:42.557 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:45:42.570 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:45:42.570 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:46:42.579 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:46:42.579 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:47:42.588 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:47:42.588 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:48:42.598 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:48:42.598 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:49:42.583 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:49:42.583 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:50:42.588 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:50:42.588 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:51:42.593 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:51:42.593 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:52:42.581 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:52:42.581 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:53:42.593 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:53:42.593 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:54:42.593 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:54:42.593 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:55:42.594 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:55:42.594 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:56:42.604 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:56:42.604 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:57:42.598 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:57:42.598 | tasks.py 41 | INFO | 暂无未反制的数据
2022-05-12 18:58:42.609 | tasks.py 41 | INFO | 暂无未反制的数据
